name,iata_code
João Durval Carneiro Airport,FEC
Jequié Airport,JEQ
Januária Airport,JNA
Prefeito Octávio de Almeida Neves Airport,JDR
Cachoeiro do Itapemirim - Raimundo de Andrade Airport,CDI
Currais Novos Airport,QCP
São Lourenço Airport,SSO
Monte Alegre Airport,MTE
Mucuri Airport,MVS
São Mateus - Ernesto Bonomo Airport,SBJ
Porto de Moz Airport,PTQ
Nanuque Airport,NNU
Municipal José Figueiredo Airport,PSW
Feijó Airport,FEJ
Oriximiná Airport,ORX
Picos Airport,PCS
Patos de Minas Airport,POJ
Morro de São Paulo Airport,MXQ
Pirapora Airport,PIV
San Quintín Military Airstrip,SNQ
Cangapara Airport,FLB
Prado Airport,PDF
Caruaru Airport,CAU
Salinópolis Airport,OPP
Soure Airport,SFK
9 de Maio - Teixeira de Freitas Airport,TXF
Óbidos Municipal Airport,OBI
Juscelino Kubitscheck Airport,TFL
Aeroporto Brigadeiro Firmino Ayres,JPO
Valença Airport,VAL
Mélio Viana Airport,QID
Breves Airport,BVS
Camocim - Pinto Martins Airport,CMC
Crateús Airport,JCS
Almeirim Airport,GGF
Pinheiro Airport,PHI
Antônio Guerreiro Airport,GMS
Pouso Alegre Airport,PPY
Pedro Rabelo de Souza Airport,PYT
Ituberá Airport,ITE
Borama Airport,BXX
Sóc Trăng Airport,SOA
Cayenne – Félix Eboué Airport,CAY
Grand-Santi Airport,GSI
Maripasoula Airport,MPY
Saint-Georges-de-l'Oyapock Airport,OYP
Saint-Laurent-du-Maroni Airport,LDX
Régina Airport,REI
Saül Airport,XAU
Al Thaurah Airport,SOR
Alerta Airport,ALD
Alferez FAP Alfredo Vladimir Sara Bauer Airport,AOP
Teniente General Gerardo Pérez Pinedo Airport,AYX
Moyobamba Airport,MBP
Huallaga Airport,BLP
Iberia Airport,IBP
Cap FAP David Abenzur Rengifo International Airport,PCL
Trompeteros Airport,TDP
FAP Lieutenant Jaime Andres de Montreuil Morales Airport,CHM
Tingo Maria Airport,TGI
Air Force Captain Jose A Quinones Gonzales International Airport,CIX
Air Force Colonel Alfredo Mendivil Duarte Airport,AYP
Andahuaylas Airport,ANS
Comandante FAP German Arias Graziani Airport,ATA
Quincemil Air Base,UMI
Jorge Chávez International Airport,LIM
Uchiza Airport,UCZ
Juan Simons Vela Airport,RIJ
Shumba Airport,JAE
Juanjui Airport,JJI
Francisco Carle Airport,JAU
Inca Manco Capac International Airport,JUL
San Juan de Marcona Airport,SJA
Mayor General FAP Armando Revoredo Iglesias Airport,CJA
San Nicolas Airport,RIM
General Jorge Fernandez Maldon Airport,ILQ
Captain Pedro Canga Rodríguez International Airport,TBP
Mayor PNP Nancy Flores Paucar Airport,MZA
Moises Benzaquen Rengifo Airport,YMS
Alferez Fap David Figueroa Fernandini Airport,HUU
Saposoa Airport,SQU
Chachapoyas Airport,CHH
Coronel FAP Francisco Secada Vignetta International Airport,IQT
Rodríguez Ballón International Airport,AQP
Capitan FAP Carlos Martinez De Pinillos International Airport,TRU
Captain Renán Elías Olivera International Airport,PIO
Cadete FAP Guillermo Del Castillo Paredes Airport,TPP
Shiringayoc Airport,SYC
Coronel FAP Carlos Ciriani Santa Rosa International Airport,TCQ
Padre Aldamiz International Airport,PEM
Capitán FAP Guillermo Concha Iberico International Airport,PIU
Captain Victor Montes Arias International Airport,TYL
Maria Reiche Neuman Airport,NZC
Alejandro Velasco Astete International Airport,CUZ
Shangrao Sanqingshan Airport,SQD
Sanming Shaxian Airport,SQJ
China Strait Airstrip,SQT
Cayana Airstrip,AAJ
Tepoe Airstrip,KCB
Palo Verde Airport,SRL
Sandringham Airport,SRM
Stony River 2 Airport,SRV
Carlos Ruhl Airport,CZB
Captain João Busse Airport,APU
Aeroclube de Bento Gonçalves Airport,BGV
Blumenau Airport,BNU
Olavo Cecco Rigon Airport,CCI
Cassilândia Airport,CSS
Canela Airport,CEL
Cornélio Procópio Airport,CKO
Dourados Airport,DOU
Erechim Airport,ERM
Francisco Beltrão Airport,FBE
Guaíra Airport,GGJ
Walter Bündchen Airport,HRZ
João Batista Bos Filho Airport,IJU
Itaqui Airport,ITQ
Santa Terezinha Airport,JCB
Campo Mourão Airport,CBW
Cachoeira do Sul Airport,QDB
Curitibanos Airport,QCR
Cacoal Airport,OAL
Helmuth Baungarten Airport,LOI
Alegrete Novo Airport,ALQ
Montenegro Airport,QGF
Novo Hamburgo Airport,QHV
São Miguel do Oeste Airport,SQX
Arapongas Airport,APX
Padre Israel Airport,VRZ
Juvenal Loureiro Cardoso Airport,PTO
Paranaguá Airport,PNG
Paranavaí Airport,PVI
Paranaíba Airport,PBB
São Lourenço do Sul Airport,SQY
Siassi Airport,SSS
São Borja Airport,JBS
Santa Cruz do Sul Airport,CSU
Plínio Alarcom Airport,TJL
Orlando de Carvalho Airport,UMU
Unifly Heliport,ZFU
União da Vitória Airport,UVI
Videira Airport,VIA
Santa Vitória do Palmar Airport,CTQ
Xanxerê Airport,AXE
Avelino Vieira Airport,AAG
Luis Alberto Lehr Airport,SRA
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,PGZ
Artigas International Airport,ATI
Bella Union Airport,BUV
Colonia Laguna de Los Patos International Airport,CYR
Santa Bernardina International Airport,DZO
Capitan Corbeta CA Curbelo International Airport,PDP
Cerro Largo International Airport,MLZ
Carrasco General Cesáreo L. Berisso International Airport,MVD
Tydeo Larre Borges Airport,PDU
Presidente General Don Oscar D. Gestido International Airport,RVY
Nueva Hesperides International Airport,STY
Tacuarembo Airport,TAW
Treinta y Tres Airport,TYT
Vichadero Airport,VCH
Oswaldo Guevara Mujica Airport,AGV
Anaco Airport,AAO
Armando Schwarck Airport,LPJ
General José Antonio Anzoategui International Airport,BLA
Barinas Airport,BNS
Barquisimeto International Airport,BRM
Escuela Mariscal Sucre Airport,MYC
"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",CBL
Caicara del Orinoco Airport,CXA
Zaraza Airport,ZRZ
Casigua El Cubo Airport,CUV
Calabozo Airport,CLZ
Canaima Airport,CAJ
General Francisco Bermúdez Airport,CUP
José Leonardo Chirinos Airport,CZE
Cumaná (Antonio José de Sucre) Airport,CUM
Puerto Paez Airport,PPZ
El Dorado Airport,EOR
Elorza Airport,EOZ
Guasdalito Airport,GDO
Guiria Airport,GUI
Guanare Airport,GUQ
Higuerote Airport,HGE
Icabarú Airport,ICA
Andrés Miguel Salazar Marcano Airport,ICC
Josefa Camejo International Airport,LSP
Kavanayen Airport,KAV
La Fria Airport,LFR
La Chinita International Airport,MAR
Alberto Carnevalli Airport,MRD
Del Caribe Santiago Mariño International Airport,PMV
Simón Bolívar International Airport,CCS
Maturín Airport,MUN
Oro Negro Airport,CBS
Cacique Aramare Airport,PYH
General Bartolome Salom International Airport,PBL
Pedernales Airport,PDZ
Perai-Tepuy Airport,PPH
Paramillo Airport,SCI
General Manuel Carlos Piar International Airport,PZO
Palmarito Airport,PTM
Los Roques Airport,LRV
Stevens Village Airport,SVS
San Antonio Del Tachira Airport,SVZ
Santa Bárbara de Barinas Airport,SBB
Santa Elena de Uairen Airport,SNV
Mayor Buenaventura Vivas International Airport,STD
Sub Teniente Nestor Arias Airport,SNF
San Fernando De Apure Airport,SFD
San Tomé Airport,SOM
Santa Bárbara del Zulia Airport,STB
Tucupita Airport,TUV
Tumeremo Airport,TMO
Uriman Airport,URM
Arturo Michelena International Airport,VLN
Juan Pablo Pérez Alfonso Airport,VIG
Dr. Antonio Nicolás Briceño Airport,VLV
Valle de La Pascua Airport,VDP
Barcelos Airport,BAZ
Walfrido Salmito de Almeida Airport,JSB
Pontes e Lacerda Airport,LCB
Borba Airport,RBB
Carauari Airport,CAF
Costa Marques Airport,CQS
Diamantino Airport,DMT
Dianópolis Airport,DNO
Siwea Airport,SWE
Eirunepé Airport,ERN
Canarana Airport,CQA
São Félix do Araguaia Airport,SXO
Satwag Airport,SWG
Gurupi Airport,GRP
Araguaína Airport,AUX
Frederico Carlos Müller Airport,GGB
Humaitá Airport,HUW
Ipiranga Airport,IPG
Santa Izabel do Morro Airport,IDO
Ji-Paraná Airport,JPR
Juína Airport,JIA
Juruena Airport,JRN
Jataí Airport,JTI
Cáceres Airport,CCX
Coari Airport,CIZ
Serra da Capivara Airport,NSR
Catalão Airport,TLZ
Lábrea Airport,LBR
General Leite de Castro Airport,RVD
Maués Airport,MBZ
Novo Aripuanã Airport,NVP
Novo Campo Airport,BCR
Niquelândia Airport,NQL
Anápolis Airport,APS
Fonte Boa Airport,FBA
Parintins Airport,PIN
Pimenta Bueno Airport,PBQ
Fazenda Piraguassu Airport,PBX
Silur Airport,SWR
Arraias Airport,AAI
Maestro Marinho Franco Airport,ROO
Aripuanã Airport,AIR
Presidente João Batista Figueiredo Airport,OPS
Santa Terezinha Airport,STZ
Tapuruquara Airport,IRZ
Tangará da Serra Airport,TGQ
Fazenda Tucunaré Airport,AZL
Taguatinga Airport,QHN
São Miguel do Araguaia Airport,SQM
Vila Bela da Santíssima Trindade Airport,MTG
Vila Rica Airport,VLP
Regional Orlando Villas Boas Airport,MBK
Xavantina Airport,NOK
Apuí Airport,IUP
Western Sydney International (Nancy Bird Walton) Airport,SWZ
Sehulea Airport,SXH
Nunam Iqua Airport,SXP
Aishalton Airport,AHL
Annai Airport,NAI
Seal Bay Seaplane Base,SYB
Baramita Airport,BMJ
Bartica A Airport,GFO
Cheddi Jagan International Airport,GEO
Silva Bay Seaplane Base,SYF
Eugene F. Correira International Airport,OGL
Imbaimadai Airport,IMB
Kamarang Airport,KAR
Karanambo Airport,KRM
Karasabai Airport,KRG
Kato Airport,KTO
Konawaruk Airport,KKG
Roberts Army Heliport,SYL
Lumid Pau Airport,LUB
Lethem Airport,LTM
Mabaruma Airport,USI
Mahdia Airport,MHA
Maikwak Airport,VEG
Monkey Mountain Airport,MYM
Matthews Ridge Airport,MWJ
Stanton Airfield,SYN
New Amsterdam Airport,QSX
Orinduik Airport,ORJ
Paramakatoi Airport,PMT
Paruima Airport,PRR
Sand Creek Airport,SDC
Skeldon Airport,SKM
Santa Cruz Island Airport,SZN
Santa Paula Airport,SZP
Qingdao Jiaodong International Airport,TAO
V C Bird International Airport,ANU
Codrington Airport,BBQ
Timbunke Airport,TBE
Grantley Adams International Airport,BGI
Tarabo Airport,TBQ
Tabal Airstrip,TBV
Tinboli Airport,TCK
Takotna Airport,TCT
Tetebedi Airport,TDB
Canefield Airport,DCF
Douglas-Charles Airport,DOM
Sasereme Airport,TDS
Terapo Airport,TEO
Tifalmin Airport,TFB
La Désirade Airport,DSD
Basse-Terre Baillif Airport,BBR
St-François Airport,SFC
Martinique Aimé Césaire International Airport,FDF
Grand Case-Espérance Airport,SFG
Saint Barthélemy - Rémy de Haenen Airport,SBH
Les Bases Airport,GBJ
Pointe-à-Pitre Le Raizet International  Airport,PTP
Terre-de-Haut Airport,LSS
Tagula Airport,TGL
Maurice Bishop International Airport,GND
Lauriston Airport,CRU
Trincomalee Harbor Waterdrome,THW
Cyril E. King Airport,STT
Henry E Rohlsen Airport,STX
Antonio Nery Juarbe Pol Airport,ARE
Rafael Hernández International Airport,BQN
Ticantiquí Airport,TJC
Benjamin Rivera Noriega Airport,CPX
Fernando Luis Ribas Dominicci Airport,SIG
Eugenio Maria De Hostos Airport,MAZ
Mercedita Airport,PSE
José Aponte de la Torre Airport,NRR
Luis Munoz Marin International Airport,SJU
Antonio Rivera Rodriguez Airport,VQS
Tenakee Seaplane Base,TKE
Taku Lodge Seaplane Base,TKL
Robert L. Bradshaw International Airport,SKB
Vance W. Amory International Airport,NEV
Tumolbil Airport,TLP
George F. L. Charles Airport,SLU
Hewanorra International Airport,UVF
Tuluksak Airport,TLT
Kerki Airport,KEA
Queen Beatrix International Airport,AUA
Flamingo International Airport,BON
Hato International Airport,CUR
F. D. Roosevelt Airport,EUX
Princess Juliana International Airport,SXM
Juancho E. Yrausquin Airport,SAB
Jumandy Airport,TNW
Torokina Airport,TOK
Tortola West End Seaplane Base,TOV
Port Alsworth Airport,PTA
Tapeta Airport,TPT
Clayton J Lloyd International Airport,AXA
Bingöl Çeltiksuyu Airport,BGG
John A. Osborne Airport,MNI
Tanacross Airport,TSG
Tsile Tsile Airport,TSI
Tobago-Crown Point Airport,TAB
Piarco International Airport,POS
Tissa Tank Waterdrome,TTW
Tum Airport,TUJ
Captain Auguste George Airport,NGD
Terrance B. Lettsome International Airport,EIS
Virgin Gorda Airport,VIJ
Argyle International Airport,SVD
J F Mitchell Airport,BQU
Canouan Airport,CIW
Mustique Airport,MQS
Union Island International Airport,UNI
Dongsha Island (Pratas Island) Airport,DSX
Qimei Airport,CMJ
Tumxuk Tangwangcheng Airport,TWC
Two Harbors Amphibious Terminal,TWH
L.F. Wade International International Airport,BDA
Tyonek Airport,TYE
Mchauru Airport,GIT
Lushoto Airport,LUY
Tsimiroro Airport,TZO
Dubois Municipal Airport,DBS
Myrhorod Air Base,MXR
Kakhnovka Airfield,KHU
Kam'yanets'-Podil's'kyi Airfield,KCP
Almaty International Airport,ALA
Balkhash Airport,BXH
Boralday Airport,BXJ
Taldykorgan Airport,TDK
Nursultan Nazarbayev International Airport,NQZ
Kokshetau Airport,KOV
Petropavl Airport,PPK
Taraz Airport,DMB
Mount Aue Airport,UAE
Issyk-Kul International Airport,IKU
Manas International Airport,FRU
Osh Airport,OSS
Shymkent Airport,CIT
Hazrat Sultan International Airport,HSA
Zhezkazgan National Airport,DZN
Sary-Arka Airport,KGF
Kyzylorda Airport,KZO
Uralsk Airport,URA
Ekibastuz Airport,EKB
Ust-Kamenogorsk Airport,UKK
Pavlodar Airport,PWQ
Semey Airport,PLX
Zaysan Airport,SZI
Aktau Airport,SCO
Atyrau International Airport,GUW
Aktobe Airport,AKX
Arkalyk North Airport,AYK
Kostanay West Airport,KSN
Heydar Aliyev International Airport,GYD
Ganja International Airport,KVD
Lankaran International Airport,LLK
Nakhchivan Airport,NAJ
Gabala International Airport,GBB
Zaqatala International Airport,ZTU
Zangilan International Airport,ZZE
Yevlakh Airport,YLV
Buin Airport,UBI
Shirak International Airport,LWN
Zvartnots International Airport,EVN
Batagay Airport,BQJ
Sakkyryr Airport,SUK
Ust-Kuyga Airport,UKG
Talakan Airport,TLK
Aldan Airport,ADH
Yakutsk Airport,YKS
Chulman Airport,NER
Moma Airport,MQJ
Magan Airport,GYG
Olyokminsk Airport,OLZ
Ust-Nera Airport,USR
Ust-Maya Airport,UMS
Verkhnevilyuisk Airport,VHV
Nyurba Airport,NYR
Suntar Airport,SUY
Vilyuisk Airport,VYI
Lensk Airport,ULK
Olenyok Airport,ONK
Polyarny Airport,PYJ
Mirny Airport,MJZ
Saskylakh Airport,SYS
Belaya Gora Airport,BGN
Srednekolymsk Airport,SEK
Chokurdakh Airport,CKH
Cherskiy Airport,CYX
Tiksi Airport,IKS
Zyryanka Airport,ZKP
Savannah Airstrip,KHX
Moyo Airport,OYG
Ugashik Bay Airport,UGB
David the Builder Kutaisi International Airport,KUT
Batumi International Airport,BUS
Sukhumi Babushara /  Vladislav Ardzinba International Airport,SUI
Tbilisi International Airport,TBS
Ignatyevo Airport,BQS
Tynda Airport,TYD
Khabarovsk Novy Airport,KHV
Komsomolsk-on-Amur Airport,KXK
Sovetskaya Gavan (Maygatka) Airport,GVN
Ugolny Yuri Ryktheu Airport,DYR
Provideniya Bay Airport,PVS
Keperveem Airport,KPW
Sokol Airport,GDX
Markovo Airport,KVM
Pevek Airport,PWE
Severo-Evensk Airport,SWV
Bogorodskoye Airport,BQG
Nikolayevsk-na-Amure Airport,NLI
Okhotsk Airport,OHO
Yelizovo Airport,PKC
Burevestnik Airport,BVV
Okha Airport,OHH
Iturup Airport,ITU
Shakhtyorsk Airport,EKS
Yuzhno-Kurilsk Mendeleyevo Airport,DEE
Zonalnoye Airport,ZZO
Yuzhno-Sakhalinsk Airport,UUS
Amgu Airport,AEM
Svetlaya Airport,ETL
Yedinka Airport,EDN
Kavalerovo Airport,KVR
Plastun Airport,TLY
Terney Airport,NEI
Vladivostok International Airport,VVO
Chita-Kadala International Airport,HTA
Bratsk Airport,BTK
Ust-Ilimsk Airport,UIK
Irkutsk International Airport,IKT
Bodaybo Airport,ODO
Yerbogachen Airport,ERG
Kirensk Airport,KCK
Preobrazheniye Airport,RZH
Ust-Kut Airport,UKX
Baikal International Airport,UUD
Ujae Atoll Airport,UJE
Uljin Airport,UJN
Boryspil International Airport,KBP
Kramatorsk Airport,KRQ
Mariupol International Airport,MPW
Sievierodonetsk Airport,SEV
Dnipro International Airport,DNK
Zaporizhzhia International Airport,OZH
Kryvyi Rih International Airport,KWG
Sevastopol International Airport / Belbek Air Base,UKS
Simferopol International Airport,SIP
Kerch Airport,KHC
Mukhaizna Airport,UKH
Kharkiv International Airport,HRK
Suprunovka Airport,PLV
Sumy Airport,UMY
Cherkasy International Airport,CKC
Kirovograd Airport,KGO
Ihor Sikorsky Kyiv International Airport (Zhuliany),IEV
Zhytomyr Airport,ZTR
Lutsk Airport,UCK
Khmelnytskyi Airport,HMJ
Ivano-Frankivsk International Airport,IFO
Lviv International Airport,LWO
Chernivtsi International Airport,CWC
Rivne International Airport,RWN
Uzhhorod International Airport,UDJ
Kherson International Airport,KHE
Mykolaiv International Airport,NLV
Odessa International Airport,ODS
Vinnytsia/Gavyryshivka International Airport,VIN
Talagi Airport,ARH
Vaskovo Airport,VKV
Leshukonskoye Airport,LDG
Naryan Mar Airport,NNM
Solovki Airport,CSH
Cherepovets Airport,CEE
Amderma Airport,AMV
Varandey Airport,VRI
Majeed Bin Abdulaziz Airport,ULH
Kotlas Airport,KSZ
Pulkovo Airport,LED
Kirovsk-Apatity Airport,KVK
Murmansk Airport,MMK
Pskov Airport,PKV
Petrozavodsk Airport,PES
Vologda Airport,VGD
Brest Airport,BQT
Gomel Airport,GME
Vitebsk Vostochny Airport,VTB
Khrabrovo Airport,KGD
Hrodna Airport,GNA
Minsk National Airport,MSQ
Mogilev Airport,MVQ
Abakan International Airport,ABA
Barnaul Airport,BAX
Gorno-Altaysk Airport,RGK
Kemerovo Airport,KEJ
Yeniseysk Airport,EIE
Podkamennaya Tunguska Airport,TGP
Krasnoyarsk International Airport,KJA
Achinsk Airport,ACS
Kyzyl Airport,KYZ
Novosibirsk Tolmachevo Airport,OVB
Omsk Central Airport,OMS
Strezhevoy Airport,SWT
Bogashevo Airport,TOF
Spichenkovo Airport,NOZ
Dikson Airport,DKS
Khatanga Airport,HTG
Igarka Airport,IAA
Norilsk-Alykel Airport,NSK
Turukhansk Airport,THX
Anapa Vityazevo Airport,AAQ
Yeysk Airport,EIK
Gelendzhik Airport,GDZ
Krasnodar Pashkovsky International Airport,KRR
Makhachkala Uytash International Airport,MCX
Mineralnyye Vody Airport,MRV
Nalchik Airport,NAL
Vladikavkaz Beslan International Airport,OGZ
Magas Airport,IGT
Stavropol Shpakovskoye Airport,STW
Platov International Airport,ROV
Taganrog Yuzhny Airport,TGK
Sochi International Airport,AER
Astrakhan Narimanovo Boris M. Kustodiev International Airport,ASF
Elista Airport,ESL
Volgograd International Airport,VOG
Cape Air Seaplanes on Boston Harbor Seaplane Base,BNH
Williston Basin International Airport,XWA
Spirit Lake Municipal Airport,RTL
Mertarvik Airport,WWT
Chelyabinsk Balandino Airport,CEK
Magnitogorsk International Airport,MQF
Sabetta International Airport,SBT
Bovanenkovo Airport,BVJ
Salekhard Airport,SLY
Mys Kamenny Airport,YMK
Krasnoselkup Airport,KKQ
Tarko-Sale Airport,TQL
Urengoy Airport,UEN
Berezovo Airport,EZV
Khanty Mansiysk Airport,HMA
Igrim Airport,IRM
Nyagan Airport,NYA
Sovetskiy Airport,OVS
Uray Airport,URJ
Beloyarskiy Airport,EYK
Izhevsk Airport,IJK
Pobedilovo Airport,KVX
Nadym Airport,NYM
Novy Urengoy Airport,NUX
Nizhnevartovsk Airport,NJC
Perm International Airport,PEE
Kogalym International Airport,KGP
Nefteyugansk Airport,NFG
Noyabrsk Airport,NOJ
Surgut Airport,SGC
Koltsovo Airport,SVX
Remezov Airport,RMZ
Tobolsk Airport,TOX
Roshchino International Airport,TJM
Kurgan Airport,KRO
Balkanabat Airport,BKN
Monument Valley Airport,GMV
Ashgabat International Airport,ASB
Turkmenbashi International Airport,KRW
Mary International Airport,MYP
Daşoguz Airport,TAZ
Türkmenabat International Airport,CRZ
Dushanbe Airport,DYU
Kulob Airport,TJU
Khujand Airport,LBD
Qurghonteppa International Airport,KQT
Andizhan Airport,AZN
Fergana International Airport,FEG
Namangan Airport,NMA
Muynak Airport,MOK
Nukus Airport,NCU
Urgench Airport,UGC
Navoi Airport,NVI
Bukhara International Airport,BHK
Karshi Airport,KSQ
Sugraly Airport,AFS
Samarkand Airport,SKD
Termez Airport,TMJ
Tashkent International Airport,TAS
Ustupu Airport,UTU
Kostroma Sokerkino Airport,KMW
Grabtsevo Airport,KLF
Ivanovo South Airport,IWA
Staroselye Airport,RYB
Bryansk Airport,BZK
Zhukovsky International Airport,ZIA
Domodedovo International Airport,DME
Tunoshna Airport,IAR
Sheremetyevo International Airport,SVO
Migalovo Air Base,KLD
Ostafyevo International Airport,OSF
Chkalovskiy Air Base,CKL
Belgorod International Airport,EGO
Kursk East Airport,URS
Lipetsk Airport,LPK
Voronezh International Airport,VOZ
Donskoye Airport,TBW
Manumu Airport,UUU
Turlatovo Airport,RZN
Klokovo Airfield,TYA
Vnukovo International Airport,VKO
Ukhta Airport,UCT
Inta Airport,INA
Pechora Airport,PEX
Usinsk Airport,USK
Vorkuta Airport,VKT
Ust-Tsylma Airport,UTS
Syktyvkar Airport,SCW
Nizhny Novgorod Strigino International Airport,GOJ
Bugulma Airport,UUA
Kazan International Airport,KZN
Begishevo Airport,NBC
Yoshkar-Ola Airport,JOK
Cheboksary Airport,CSY
Zhigansk Airport,ZIX
Ulyanovsk Baratayevka Airport,ULV
Ulyanovsk East Airport,ULY
Orenburg Central Airport,REN
Orsk Airport,OSW
Penza Airport,PEZ
Saransk Airport,SKX
Balakovo Airport,BWO
Gagarin International Airport,GSV
Beloretsk Airport,BCX
Oktyabrskiy Airport,OKT
Ufa International Airport,UFA
Kurumoch International Airport,KUF
Hope Bay Aerodrome,UZM
Urzhar Airport,UZR
"Rewa Airport, Chorhata, REWA",REW
Diu Airport,DIU
Gondia Airport,GDB
Sardar Vallabh Bhai Patel International Airport,AMD
Akola Airport,AKD
Aurangabad Airport,IXU
Chhatrapati Shivaji International Airport,BOM
Bilaspur Airport,PAB
Bhuj Airport,BHJ
Belagavi Airport,IXG
Vadodara Airport,BDQ
Raja Bhoj International Airport,BHO
Bhavnagar Airport,BHU
Daman Airport,NMB
Guna Airport,GUX
Dabolim Airport,GOI
Hubli Airport,HBX
Devi Ahilyabai Holkar Airport,IDR
Jabalpur Airport,JLR
Jamnagar Airport,JGA
Kandla Airport,IXY
Khajuraho Airport,HJR
Kolhapur Airport,KLH
Keshod Airport,IXK
Nanded Airport,NDC
Dr. Babasaheb Ambedkar International Airport,NAG
Nashik Airport,ISK
Pune Airport / Lohagaon Air Force Station,PNQ
Porbandar Airport,PBD
Ratnagiri Airport,RTC
Rajkot Airport,RAJ
Swami Vivekananda Airport,RPR
Shirdi Airport,SAG
Solapur Airport,SSE
Surat Airport,STV
Maharana Pratap Airport,UDR
Bandaranaike International Colombo Airport,CMB
Anuradhapura Airport,ACJ
Batticaloa Airport,BTC
Colombo Ratmalana Airport,RML
Ampara Airport,ADP
Hingurakgoda Air Force Base,HIM
Jaffna International Airport,JAF
Koggala Airport,KCT
Katukurunda Air Force Base,KTY
Sigiriya Air Force Base,GIU
China Bay Airport,TRR
Weerawila Airport,WRZ
Mattala Rajapaksa International Airport,HRI
Battambang Airport,BBM
Kampong Chhnang Airport,KZC
Koh Kong Airport,KKZ
Mondulkiri Airport,MWV
Phnom Penh International Airport,PNH
Ratanakiri Airport,RBE
Siem Reap International Airport,REP
Stung Treng Airport,TNX
Sihanoukville International Airport,KOS
Krakor Airport,KZD
Isla de Tigre  Heliport,ELX
Lagunillas Airport,LGY
Kamarata Airport,KTV
Macagua Airport,SFX
San Salvador de Paul Airport,SVV
Wonken Airport,WOK
Darbhanga Airport,DBR
Along Airport,IXV
Agartala - Maharaja Bir Bikram Airport,IXA
Bagdogra Airport,IXB
Balurghat Airport,RGH
Shillong Airport,SHL
Biju Patnaik Airport,BBI
Netaji Subhash Chandra Bose International Airport,CCU
Cooch Behar Airport,COH
Dhanbad Airport,DBD
Kazi Nazrul Islam Airport,RDP
Daporijo Airport,DEP
Gorakhpur Airport,GOP
Lokpriya Gopinath Bordoloi International Airport,GAU
Gaya Airport,GAY
Imphal Airport,IMF
Jharsuguda Airport,JRG
Jeypore Airport,PYB
Sonari Airport,IXW
Jorhat Airport,JRH
Kushinagar International Airport,KBK
Kamalpur Airport,IXQ
Kailashahar Airport,IXH
Silchar Airport,IXS
Khowai Airport,IXN
Lengpui Airport,AJL
Lilabari North Lakhimpur Airport,IXI
Malda Airport,LDA
Dibrugarh Airport,DIB
Dimapur Airport,DMU
Muzaffarpur Airport,MZU
Pasighat Airport,IXT
Jay Prakash Narayan Airport,PAT
Birsa Munda Airport,IXR
Rourkela Airport,RRK
Rupsi Airport,RUP
Tezpur Airport,TEZ
Visakhapatnam Airport,VTZ
Ziro Airport,ZER
Barisal Airport,BZL
Cox's Bazar Airport,CXB
Comilla Airport,CLA
Shah Amanat International Airport,CGP
Ishurdi Airport,IRD
Jessore Airport,JSR
Shah Mokhdum Airport,RJH
Saidpur Airport,SPD
Thakurgaon Airport,TKR
Shamshernagar Airport,ZHM
Osmany International Airport,ZYL
Hazrat Shahjalal International Airport,DAC
Hong Kong International Airport,HKG
Shun Tak Heliport,HHP
Charlotte Amalie Harbor Seaplane Base,SPB
Christiansted Harbor Seaplane Base,SSB
Agra Airport / Agra Air Force Station,AGR
Prayagraj Airport,IXD
Sri Guru Ram Dass Jee International Airport,ATQ
Adampur Airport,AIP
Nal Airport,BKB
Lal Bahadur Shastri Airport,VNS
Kullu Manali Airport,KUU
Bhatinda Air Force Station,BUP
Bareilly Air Force Station,BEK
Chandigarh International Airport,IXC
Kanpur Airport,KNU
Dehradun Jolly Grant Airport,DED
Indira Gandhi International Airport,DEL
Kangra Airport,DHM
Gwalior Airport,GWL
Hisar Airport,HSS
Jodhpur Airport,JDH
Jaipur International Airport,JAI
Jaisalmer Airport,JSA
Jammu Airport,IXJ
Kishangarh Airport Ajmer,KQH
Kota Airport,KTU
Ludhiana Airport,LUH
Leh Kushok Bakula Rimpochee Airport,IXL
Chaudhary Charan Singh International Airport,LKO
Pathankot Airport,IXP
Pantnagar Airport,PGH
Shimla Airport,SLV
Sheikh ul Alam International Airport,SXR
Satna Airport,TNI
Vivigani Airfield,VIV
Gurue Airport,VJQ
Attopeu Airport,AOU
Ban Huoeisay Airport,HOE
Luang Phabang International Airport,LPQ
Luang Namtha Airport,LXG
Oudomsay Airport,ODY
Pakse International Airport,PKZ
Sayaboury Airport,ZBY
Savannakhet Airport,ZVK
Sam Neua Airport,NEU
Saravane Airport,VNA
Thakhek Airport,THK
Wattay International Airport,VTE
Xieng Khouang Airport,XKH
Xienglom Airport,XIE
Aeropuerto Nacional Dr. Juan Plate,VMI
Macau International Airport,MFM
Dong Hoi Airport,VDH
Bajhang Airport,BJH
Bhojpur Airport,BHP
Baglung Airport,BGL
Bharatpur Airport,BHR
Bajura Airport,BJU
Baitadi Airport,BIT
Gautam Buddha International Airport,BWA
Bhadrapur Airport,BDP
Tulsipur Airport,DNP
Dhangarhi Airport,DHI
Darchula Airport,DAP
Dolpa Airport,DOP
Silgadi Doti Airport,SIH
Palungtar Airport,GKH
Jiri Airport,JIR
Jumla Airport,JUM
Janakpur Airport,JKR
